DATE,DTB6
2020-08-26,0.12
2020-08-27,0.11
2020-08-28,0.11
2020-08-31,0.13
2020-09-01,0.13
2020-09-02,0.12
2020-09-03,0.12
2020-09-04,0.12
2020-09-07,.
2020-09-08,0.14
2020-09-09,0.14
2020-09-10,0.12
2020-09-11,0.12
2020-09-14,0.13
2020-09-15,0.12
2020-09-16,0.12
2020-09-17,0.11
2020-09-18,0.12
2020-09-21,0.11
2020-09-22,0.11
2020-09-23,0.11
2020-09-24,0.11
2020-09-25,0.11
2020-09-28,0.11
2020-09-29,0.11
2020-09-30,0.11
2020-10-01,0.10
2020-10-02,0.11
2020-10-05,0.11
2020-10-06,0.11
2020-10-07,0.12
2020-10-08,0.12
2020-10-09,0.12
2020-10-12,.
2020-10-13,0.12
2020-10-14,0.12
2020-10-15,0.12
2020-10-16,0.12
2020-10-19,0.11
2020-10-20,0.12
2020-10-21,0.12
2020-10-22,0.11
2020-10-23,0.11
2020-10-26,0.12
2020-10-27,0.11
2020-10-28,0.11
2020-10-29,0.10
2020-10-30,0.11
2020-11-02,0.11
2020-11-03,0.12
2020-11-04,0.10
2020-11-05,0.10
2020-11-06,0.11
2020-11-09,0.11
2020-11-10,0.11
2020-11-11,.
2020-11-12,0.10
2020-11-13,0.10
2020-11-16,0.12
2020-11-17,0.10
2020-11-18,0.10
2020-11-19,0.10
2020-11-20,0.10
2020-11-23,0.08
2020-11-24,0.10
2020-11-25,0.09
2020-11-26,.
2020-11-27,0.10
2020-11-30,0.09
2020-12-01,0.10
2020-12-02,0.10
2020-12-03,0.09
2020-12-04,0.10
2020-12-07,0.10
2020-12-08,0.09
2020-12-09,0.09
2020-12-10,0.09
2020-12-11,0.08
2020-12-14,0.08
2020-12-15,0.08
2020-12-16,0.09
2020-12-17,0.09
2020-12-18,0.09
2020-12-21,0.09
2020-12-22,0.09
2020-12-23,0.09
2020-12-24,0.09
2020-12-25,.
2020-12-28,0.11
2020-12-29,0.12
2020-12-30,0.09
2020-12-31,0.09
2021-01-01,.
2021-01-04,0.09
2021-01-05,0.09
2021-01-06,0.09
2021-01-07,0.09
2021-01-08,0.09
2021-01-11,0.10
2021-01-12,0.09
2021-01-13,0.10
2021-01-14,0.09
2021-01-15,0.10
2021-01-18,.
2021-01-19,0.11
2021-01-20,0.10
2021-01-21,0.09
2021-01-22,0.10
2021-01-25,0.09
2021-01-26,0.09
2021-01-27,0.09
2021-01-28,0.08
2021-01-29,0.07
2021-02-01,0.08
2021-02-02,0.08
2021-02-03,0.06
2021-02-04,0.06
2021-02-05,0.05
2021-02-08,0.05
2021-02-09,0.06
2021-02-10,0.06
2021-02-11,0.06
2021-02-12,0.05
2021-02-15,.
2021-02-16,0.06
2021-02-17,0.06
2021-02-18,0.04
2021-02-19,0.06
2021-02-22,0.04
2021-02-23,0.05
2021-02-24,0.05
2021-02-25,0.06
2021-02-26,0.05
2021-03-01,0.07
2021-03-02,0.06
2021-03-03,0.07
2021-03-04,0.07
2021-03-05,0.07
2021-03-08,0.06
2021-03-09,0.07
2021-03-10,0.06
2021-03-11,0.05
2021-03-12,0.06
2021-03-15,0.06
2021-03-16,0.06
2021-03-17,0.05
2021-03-18,0.03
2021-03-19,0.03
2021-03-22,0.05
2021-03-23,0.04
2021-03-24,0.04
2021-03-25,0.04
2021-03-26,0.04
2021-03-29,0.04
2021-03-30,0.04
2021-03-31,0.05
2021-04-01,0.04
2021-04-02,0.04
2021-04-05,0.04
2021-04-06,0.04
2021-04-07,0.04
2021-04-08,0.04
2021-04-09,0.03
2021-04-12,0.04
2021-04-13,0.05
2021-04-14,0.04
2021-04-15,0.04
2021-04-16,0.04
2021-04-19,0.04
2021-04-20,0.04
2021-04-21,0.04
2021-04-22,0.04
2021-04-23,0.03
2021-04-26,0.04
2021-04-27,0.04
2021-04-28,0.04
2021-04-29,0.04
2021-04-30,0.03
2021-05-03,0.04
2021-05-04,0.04
2021-05-05,0.04
2021-05-06,0.04
2021-05-07,0.04
2021-05-10,0.04
2021-05-11,0.04
2021-05-12,0.04
2021-05-13,0.03
2021-05-14,0.03
2021-05-17,0.04
2021-05-18,0.03
2021-05-19,0.03
2021-05-20,0.03
2021-05-21,0.02
2021-05-24,0.03
2021-05-25,0.04
2021-05-26,0.04
2021-05-27,0.04
2021-05-28,0.03
2021-05-31,.
2021-06-01,0.04
2021-06-02,0.04
2021-06-03,0.04
2021-06-04,0.04
2021-06-07,0.04
2021-06-08,0.04
2021-06-09,0.04
2021-06-10,0.04
2021-06-11,0.04
2021-06-14,0.05
2021-06-15,0.05
2021-06-16,0.06
2021-06-17,0.06
2021-06-18,0.06
2021-06-21,0.06
2021-06-22,0.06
2021-06-23,0.05
2021-06-24,0.05
2021-06-25,0.06
2021-06-28,0.06
2021-06-29,0.06
2021-06-30,0.06
2021-07-01,0.05
2021-07-02,0.05
2021-07-05,.
2021-07-06,0.06
2021-07-07,0.05
2021-07-08,0.06
2021-07-09,0.05
2021-07-12,0.06
2021-07-13,0.06
2021-07-14,0.05
2021-07-15,0.05
2021-07-16,0.05
2021-07-19,0.06
2021-07-20,0.06
2021-07-21,0.05
2021-07-22,0.05
2021-07-23,0.05
2021-07-26,0.06
2021-07-27,0.05
2021-07-28,0.05
2021-07-29,0.05
2021-07-30,0.05
2021-08-02,0.06
2021-08-03,0.06
2021-08-04,0.05
2021-08-05,0.06
2021-08-06,0.06
2021-08-09,0.06
2021-08-10,0.05
2021-08-11,0.06
2021-08-12,0.06
2021-08-13,0.05
2021-08-16,0.05
2021-08-17,0.06
2021-08-18,0.05
2021-08-19,0.05
2021-08-20,0.05
2021-08-23,0.06
2021-08-24,0.05
2021-08-25,0.06
2021-08-26,0.06
2021-08-27,0.05
2021-08-30,0.05
2021-08-31,0.06
2021-09-01,0.06
2021-09-02,0.06
2021-09-03,0.05
2021-09-06,.
2021-09-07,0.06
2021-09-08,0.06
2021-09-09,0.05
2021-09-10,0.06
2021-09-13,0.06
2021-09-14,0.05
2021-09-15,0.05
2021-09-16,0.05
2021-09-17,0.05
2021-09-20,0.05
2021-09-21,0.04
2021-09-22,0.05
2021-09-23,0.04
2021-09-24,0.05
2021-09-27,0.05
2021-09-28,0.06
2021-09-29,0.05
2021-09-30,0.05
2021-10-01,0.05
2021-10-04,0.06
2021-10-05,0.06
2021-10-06,0.06
2021-10-07,0.06
2021-10-08,0.07
2021-10-11,.
2021-10-12,0.06
2021-10-13,0.06
2021-10-14,0.06
2021-10-15,0.06
2021-10-18,0.06
2021-10-19,0.06
2021-10-20,0.06
2021-10-21,0.06
2021-10-22,0.07
2021-10-25,0.06
2021-10-26,0.06
2021-10-27,0.07
2021-10-28,0.06
2021-10-29,0.07
2021-11-01,0.06
2021-11-02,0.07
2021-11-03,0.07
2021-11-04,0.07
2021-11-05,0.07
2021-11-08,0.07
2021-11-09,0.06
2021-11-10,0.07
2021-11-11,.
2021-11-12,0.07
2021-11-15,0.06
2021-11-16,0.07
2021-11-17,0.06
2021-11-18,0.06
2021-11-19,0.06
2021-11-22,0.07
2021-11-23,0.07
2021-11-24,0.10
2021-11-25,.
2021-11-26,0.10
2021-11-29,0.10
2021-11-30,0.10
2021-12-01,0.10
2021-12-02,0.09
2021-12-03,0.09
2021-12-06,0.13
2021-12-07,0.15
2021-12-08,0.13
2021-12-09,0.12
2021-12-10,0.13
2021-12-13,0.11
2021-12-14,0.13
2021-12-15,0.13
2021-12-16,0.13
2021-12-17,0.13
2021-12-20,0.16
2021-12-21,0.16
2021-12-22,0.16
2021-12-23,0.18
2021-12-24,.
2021-12-27,0.21
2021-12-28,0.20
2021-12-29,0.19
2021-12-30,0.19
2021-12-31,0.19
2022-01-03,0.22
2022-01-04,0.23
2022-01-05,0.23
2022-01-06,0.23
2022-01-07,0.24
2022-01-10,0.29
2022-01-11,0.28
2022-01-12,0.28
2022-01-13,0.28
2022-01-14,0.30
2022-01-17,.
2022-01-18,0.37
2022-01-19,0.36
2022-01-20,0.36
2022-01-21,0.35
2022-01-24,0.39
2022-01-25,0.39
2022-01-26,0.40
2022-01-27,0.43
2022-01-28,0.43
2022-01-31,0.49
2022-02-01,0.48
2022-02-02,0.45
2022-02-03,0.48
2022-02-04,0.55
2022-02-07,0.59
2022-02-08,0.59
2022-02-09,0.57
2022-02-10,0.74
2022-02-11,0.70
2022-02-14,0.77
2022-02-15,0.72
2022-02-16,0.67
2022-02-17,0.65
2022-02-18,0.65
2022-02-21,.
2022-02-22,0.74
2022-02-23,0.74
2022-02-24,0.64
2022-02-25,0.71
2022-02-28,0.68
2022-03-01,0.59
2022-03-02,0.66
2022-03-03,0.67
2022-03-04,0.66
2022-03-07,0.73
2022-03-08,0.70
2022-03-09,0.73
2022-03-10,0.73
2022-03-11,0.75
2022-03-14,0.84
2022-03-15,0.84
2022-03-16,0.84
2022-03-17,0.79
2022-03-18,0.80
2022-03-21,0.93
2022-03-22,0.94
2022-03-23,0.90
2022-03-24,0.93
2022-03-25,0.98
2022-03-28,1.06
2022-03-29,1.03
2022-03-30,1.01
2022-03-31,1.02
2022-04-01,1.05
2022-04-04,1.12
2022-04-05,1.11
2022-04-06,1.13
2022-04-07,1.12
2022-04-08,1.16
2022-04-11,1.22
2022-04-12,1.18
2022-04-13,1.17
2022-04-14,1.22
2022-04-15,.
2022-04-18,1.25
2022-04-19,1.26
2022-04-20,1.26
2022-04-21,1.29
2022-04-22,1.30
2022-04-25,1.40
2022-04-26,1.37
2022-04-27,1.36
2022-04-28,1.35
2022-04-29,1.37
2022-05-02,1.45
2022-05-03,1.41
2022-05-04,1.39
2022-05-05,1.33
2022-05-06,1.36
2022-05-09,1.39
2022-05-10,1.40
2022-05-11,1.39
2022-05-12,1.39
2022-05-13,1.42
2022-05-16,1.50
2022-05-17,1.52
2022-05-18,1.52
2022-05-19,1.47
2022-05-20,1.46
2022-05-23,1.53
2022-05-24,1.49
2022-05-25,1.48
2022-05-26,1.48
2022-05-27,1.49
2022-05-30,.
2022-05-31,1.60
2022-06-01,1.59
2022-06-02,1.60
2022-06-03,1.63
2022-06-06,1.70
2022-06-07,1.71
2022-06-08,1.73
2022-06-09,1.76
2022-06-10,1.92
2022-06-13,2.20
2022-06-14,2.37
2022-06-15,2.25
2022-06-16,2.17
2022-06-17,2.17
2022-06-20,.
2022-06-21,2.39
2022-06-22,2.34
2022-06-23,2.37
2022-06-24,2.43
2022-06-27,2.49
2022-06-28,2.48
2022-06-29,2.48
2022-06-30,2.44
2022-07-01,2.44
2022-07-04,.
2022-07-05,2.50
2022-07-06,2.53
2022-07-07,2.54
2022-07-08,2.58
2022-07-11,2.70
2022-07-12,2.69
2022-07-13,2.85
2022-07-14,2.82
2022-07-15,2.83
2022-07-18,2.91
2022-07-19,2.95
2022-07-20,2.93
2022-07-21,2.88
2022-07-22,2.86
2022-07-25,2.95
2022-07-26,2.90
2022-07-27,2.83
2022-07-28,2.79
2022-07-29,2.81
2022-08-01,2.86
2022-08-02,2.89
2022-08-03,2.89
2022-08-04,2.87
2022-08-05,2.98
2022-08-08,3.04
2022-08-09,3.05
2022-08-10,3.01
2022-08-11,2.96
2022-08-12,3.01
2022-08-15,3.02
2022-08-16,3.01
2022-08-17,3.03
2022-08-18,3.01
2022-08-19,3.04
2022-08-22,3.11
2022-08-23,3.10
2022-08-24,3.15
2022-08-25,3.13
2022-08-26,3.14
2022-08-29,3.25
2022-08-30,3.25
2022-08-31,3.25
2022-09-01,3.27
2022-09-02,3.26
2022-09-05,.
2022-09-06,3.33
2022-09-07,3.34
2022-09-08,3.37
2022-09-09,3.44
2022-09-12,3.48
2022-09-13,3.67
2022-09-14,3.68
2022-09-15,3.69
2022-09-16,3.68
2022-09-19,3.78
2022-09-20,3.77
2022-09-21,3.77
2022-09-22,3.78
2022-09-23,3.76
2022-09-26,3.87
2022-09-27,3.83
2022-09-28,3.78
2022-09-29,3.78
2022-09-30,3.82
2022-10-03,3.86
2022-10-04,3.87
2022-10-05,3.88
2022-10-06,3.91
2022-10-07,3.96
2022-10-10,.
2022-10-11,4.05
2022-10-12,4.03
2022-10-13,4.16
2022-10-14,4.17
2022-10-17,4.25
2022-10-18,4.25
2022-10-19,4.31
2022-10-20,4.34
2022-10-21,4.29
2022-10-24,4.38
2022-10-25,4.36
2022-10-26,4.32
2022-10-27,4.30
2022-10-28,4.37
2022-10-31,4.45
2022-11-01,4.46
2022-11-02,4.45
2022-11-03,4.44
2022-11-04,4.43
2022-11-07,4.50
2022-11-08,4.48
2022-11-09,4.47
2022-11-10,4.40
2022-11-11,.
2022-11-14,4.43
2022-11-15,4.41
2022-11-16,4.42
2022-11-17,4.44
2022-11-18,4.48
2022-11-21,4.53
2022-11-22,4.55
2022-11-23,4.55
2022-11-24,.
2022-11-25,4.54
2022-11-28,4.57
2022-11-29,4.56
2022-11-30,4.54
2022-12-01,4.49
2022-12-02,4.50
2022-12-05,4.58
2022-12-06,4.58
2022-12-07,4.56
2022-12-08,4.55
2022-12-09,4.56
2022-12-12,4.62
2022-12-13,4.54
2022-12-14,4.52
2022-12-15,4.54
2022-12-16,4.52
2022-12-19,4.55
2022-12-20,4.55
2022-12-21,4.51
2022-12-22,4.51
2022-12-23,4.52
2022-12-26,.
2022-12-27,4.60
2022-12-28,4.59
2022-12-29,4.57
2022-12-30,4.60
